SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
2.4	20	0.094292019	0.000176619	0.000132984	0.000562711	0.123589448	0.000470655	0.000190501	8.21E-06	0.5607138	0.077464844	2.42E-05	0	0	9.14E-06	0.115228926	0.002333615	2.54E-05	0	7.76E-05	0.000688276	0.007984245	2.96E-05	0
2.4	25	0.095445921	0.000165349	0.000108444	0.000627782	0.242728156	0.000167351	8.45E-05	2.01E-07	0.436295948	0.082174907	5.32E-05	0	0	0	0.122750281	0.000907748	4.62E-05	0	5.14E-06	0.000386083	0.007790381	0	0
3.1	7	0.021355855	0.002880177	0.000392322	0	0.069451333	0.006589513	0	0	0.350320144	0.0161512	0.000588894	0	0.398999019	2.00E-06	0.014879521	0.002007015	9.99E-07	0	0.000916708	0.000186349	0.000828898	9.99E-07	0.061121879
3.1	12	0.01733101	0.002008633	0.000226087	0	0.055989899	0.004387322	0	0	0.638094729	0.021992263	0.000401226	6.04E-05	0.157425331	0	0.009017217	0.001566705	0	0	0.000604311	0.000196739	0.000793369	0	0.054002302
3.1	17	0.015388505	0.001679248	0.000131372	0	0.049961985	0.003187106	0	0	0.747833294	0.027457813	0.000297742	0.000130455	0.063820778	0	0.006633732	0.001358587	0	0	0.000429848	0.00022879	0.000817592	0	0.05324131
3.1	22	0.014399972	0.001653574	6.89E-05	0	0.047505395	0.002442966	0	0	0.772857213	0.033287238	0.000231742	0.000186538	0.038886489	0	0.006220255	0.001260901	0	0	0.000316503	0.000278822	0.000878357	0	0.056201833
3.1	27	0.013865443	0.001854391	2.45E-05	0	0.046951302	0.001947625	0	0	0.752936211	0.039614919	0.000185023	0.000234684	0.048455931	0	0.007343323	0.001222678	0	0	0.000234732	0.000345699	0.000963169	0	0.061773958
3.1	32	0.013307818	0.002219583	0	0	0.046657738	0.001592354	0	0	0.711854019	0.04554264	0.000147577	0.000270799	0.075008076	0	0.009759124	0.001198902	0	0	0.000169768	0.000421188	0.001045332	0	0.068200002
3.2	7	0.012167224	0.002649583	0	0	0.044556312	0.001304667	0	0	0.677857747	0.049063699	0.000112712	0.000282806	0.099576317	3.00E-06	0.013061027	0.00113617	1.50E-06	0	0.000113541	0.00048634	0.001078854	1.50E-06	0.072498713
3.2	12	0.010192881	0.003030196	0	0	0.039389316	0.001078357	0	0	0.680136485	0.048204058	8.06E-05	0.00025894	0.100720836	7.71E-06	0.016673612	0.001003592	3.85E-06	0	6.82E-05	0.000519326	0.001025136	3.85E-06	0.072014164
3.2	17	0.008740021	0.003443045	0	0	0.035433224	0.00103525	0	0	0.694318638	0.046714044	6.48E-05	0.000225981	0.086586341	1.24E-05	0.020608919	0.000908981	6.21E-06	0	4.89E-05	0.000545891	0.000973691	6.21E-06	0.071972758
3.2	22	0.008448201	0.004181142	1.60E-05	0	0.03525497	0.001207742	0	0	0.688478477	0.048719755	6.58E-05	0.000204394	0.071095692	1.83E-05	0.026717948	0.000915855	9.14E-06	0	5.07E-05	0.000614191	0.001006027	9.14E-06	0.07848117
3.2	27	0.008917478	0.005159791	5.21E-05	0	0.037039449	0.001543333	0	0	0.671470453	0.052336767	7.83E-05	0.000181586	0.053280424	2.54E-05	0.034784184	0.000977502	1.27E-05	0	6.73E-05	0.000705951	0.001080629	1.27E-05	0.08897392
3.2	32	0.009156762	0.005688456	9.09E-05	0	0.036185181	0.001822627	0	0	0.678829431	0.051092152	9.13E-05	0.000137079	0.032632866	3.01E-05	0.040194479	0.000970356	1.51E-05	0	8.67E-05	0.000729196	0.001063927	1.51E-05	0.092219484
3.3	7	0.012610711	0.007717974	0.000162656	0	0.04553433	0.002665824	0	0	0.592169395	0.063022959	0.000135931	0.000120892	0.026310245	4.27E-05	0.056861167	0.001236323	2.14E-05	0	0.00013619	0.000935476	0.00133274	2.14E-05	0.120646221
3.3	12	0.014875085	0.008442211	0.000213362	0	0.048100949	0.003122208	0	0	0.561772606	0.064493116	0.000163904	8.03E-05	0.023212413	4.78E-05	0.064583327	0.001315144	2.39E-05	0	0.000166241	0.000976931	0.001390656	2.39E-05	0.130095415
3.3	17	0.010836222	0.005404314	0.000158437	0	0.030691534	0.002141635	0	0	0.712876858	0.039373017	0.000116596	2.34E-05	0.01831605	3.09E-05	0.04308147	0.000840589	1.54E-05	0	0.000115997	0.000597928	0.000870636	1.54E-05	0.083627032
3.3	22	0.013232282	0.005515571	0.000183919	0	0.032355589	0.002345794	0	0	0.686150128	0.039266217	0.000133221	1.56E-07	0.030573956	3.13E-05	0.04613194	0.000881798	1.57E-05	0	0.000125576	0.000583324	0.00089561	1.57E-05	0.087609685
3.3	27	0.014302481	0.004738924	0.000178121	0	0.029973995	0.002173058	0	0	0.695736499	0.034064113	0.000129603	0	0.046235897	2.63E-05	0.042089079	0.000806408	1.31E-05	0	0.000110588	0.00047769	0.000806179	1.31E-05	0.079504137
3.3	32	0.019140747	0.004758742	0.000202098	0	0.034326756	0.002378725	0	0	0.635464155	0.036214837	0.000150493	0	0.079226852	2.49E-05	0.04584608	0.000903243	1.25E-05	0	0.000107909	0.000453463	0.000894586	1.25E-05	0.087840366
3.4	7	0.025211402	0.004723987	0.00022395	0	0.040024788	0.002571047	0	0	0.56568808	0.039608021	0.000172469	0	0.115389318	2.26E-05	0.049887441	0.001027082	1.13E-05	0	9.71E-05	0.000424588	0.001016318	1.13E-05	0.09839124
3.4	12	0.029181273	0.004026937	0.000215141	0	0.041770492	0.002418999	0	0	0.548940561	0.038992374	0.000173169	0	0.133911456	1.65E-05	0.047768551	0.001042481	8.25E-06	0	6.61E-05	0.000335957	0.001036916	8.25E-06	0.098259952
3.4	17	0.028934923	0.002672128	0.000169309	0	0.037449579	0.001862143	0	0	0.611520979	0.03292016	0.000145484	0	0.12084335	7.34E-06	0.03809223	0.000903394	3.67E-06	0	1.96E-05	0.000194944	0.00090931	3.67E-06	0.083514879
3.4	22	0.02884081	0.001453193	0.00012534	0	0.033859683	0.001341809	0	0	0.679761478	0.02800577	0.000119238	3.47E-06	0.095596536	0	0.02936596	0.000784072	0	0	0	7.14E-05	0.000804971	0	0.070836376
3.4	27	0.034299287	0.000409562	9.86E-05	0	0.03665193	0.001011529	0	0	0.708547669	0.028530332	0.000111874	2.80E-05	0.069054728	0	0.025447649	0.000808457	0	0	0	0	0.000854446	0	0.071074034
3.4	32	0.049881623	0	7.23E-05	0	0.048687119	0.000663192	0	0	0.718748935	0.035716841	0.000120485	7.79E-05	0.015101374	0	0.02427987	0.001014005	0	0	0	0	0.001115212	0	0.086283585
4.1	0	0.010308306	6.05E-05	0	0.043301865	7.91E-05	0.000109783	0	0	0.473019318	0.10215635	6.60E-05	0.00034322	0.033003687	0.000148869	0.070782306	0	0	0	0.001065335	0.001210475	0	0	0.075824858
4.1	5	0.009301634	0.000141232	0	0.041993747	6.92E-05	0.000160309	0	0	0.540704195	0.092960091	5.09E-05	0.000366011	0.002881157	0.000136701	0.051850986	0	0	2.77E-06	0.001093314	0.001142626	0	0	0.068452611
